Birey_ID,Tarihlendirme(GÖ),Okuma_Derinliği,Kültür,Gruplar,Country,Publication,Enlem,Boylam,Veri_Tipi,Cinsiyet,Ind_type
I0746,8220,0.459065,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I1096,8220,0.0966149,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I1098,8220,0.106788,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,F,Antik
I1099,8220,0.0339293,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I1100,8220,0.0120858,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,F,Antik
I1101,8220,0.058212,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I1102,8220,0.0196502,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I1103,8220,0.0411708,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I11949,8220,0.0010513,TUR_Marmara_Barcin_N,Neolitik,Turkey,LazaridisScience2022,40.3,29.56666667,1240K,M,Antik
I1579,8220,0.117153,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3,29.56666667,1240K,F,Antik
I1580,8220,0.205574,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,F,Antik
I1581,8220,0.131864,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,F,Antik
I1583,8220,0.408621,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3037,29.57,1240K,M,Antik
I1585,8220,0.154639,Anatolia_Neolithic,Neolitik,Turkey,MathiesonNature2015,40.3,29.56666667,1240K,F,Antik
I1581,8248,0.174371,TUR_Marmara_Barcın_N,Neolitik,Turkey,LazaridisScience2022,40.3037,29.6085,1240K,F,Antik
I1583,8253,0.548301,TUR_Marmara_Barcın_N,Neolitik,Turkey,LazaridisScience2022,40.3037,29.6085,1240K,M,Antik
Bar31,8258,3.22912,Anatolia Early Neolithic,Neolitik,Turkey,HofmanovaPNAS2016,40.3037,29.6085,Rastgele dizileme,M,Antik
cth217,8260,0.0522858,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,F,Antik
Tep004,8280,0.447504,Anatolia Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,38.172218,34.49387,Tüm genom yakalama + rastgele dizileme,F,Antik
АКТ16,8460,8.58423,EN,Neolitik,Turkey,MarchiCell2022,40.174351,28.771164,Rastgele dizileme,F,Antik
Tep003,8495,0.655736,Anatolia Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,38.172218,34.49387,Tüm genom yakalama + rastgele dizileme,M,Antik
cth747,8510,0.115017,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,F,Antik
cth006,8515,0.0690948,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,F,Antik
cth842,8525,0.0809264,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,F,Antik
pch034,8525,0.0852693,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,F,Antik
CCH290,8610,0.011885,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,M,Antik
Tep002,8610,0.678236,Anatolia Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,38.172218,34.49387,Tüm genom yakalama + rastgele dizileme,F,Antik
CCH163,8615,0.0308252,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,F,Antik
CCH289,8655,0.0653925,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,M,Antik
Tep001,8655,0.0219963,Anatolia Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,38.172218,34.49387,Tüm genom yakalama + rastgele dizileme,M,Antik
CCH144,8700,0.0567056,Anatolia_Neolithic,Neolitik,Turkey,YakaSomelCurrBio2021,37.6661,32.8257,Rastgele dizileme,M,Antik
mus006,9059,0.0794988,Anatolia_Musular_N,Neolitik,Turkey,KoptekinCurrentBiology2023,38.35,34.22,Rastgele dizileme,M,Antik
mus005,9187,2.33328,Anatolia_Musular_N,Neolitik,Turkey,KoptekinCurrentBiology2023,38.35,34.22,Rastgele dizileme,F,Antik
Ash002,9495,0.0215091,Anatolia_EarlyNeolithic,Neolitik,Turkey,YakaSomelCurrBio2021,38.3482,34.2303,Rastgele dizileme,F,Antik
cay011,9544,0.034318,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,"Consistent with 

XY but not XX",Antik
cay004,9558,0.00025915,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
Ash040,9610,0.0257766,Anatolia_EarlyNeolithic,Neolitik,Turkey,YakaSomelCurrBio2021,38.3482,34.2303,Rastgele dizileme,F,Antik
cay013,9626,0.138447,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
cay016,9626,0.0381796,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
Ash136,9725,0.139512,Anatolia_EarlyNeolithic,Neolitik,Turkey,YakaSomelCurrBio2021,38.3482,34.2303,Rastgele dizileme,F,Antik
Ash129,9755,0.744252,Anatolia_EarlyNeolithic,Neolitik,Turkey,YakaSomelCurrBio2021,38.3482,34.2303,Rastgele dizileme,F,Antik
cay012,9778,0.0389231,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,M,Antik
cay012,9778,0.0389231,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,M,Antik
cay1820,9778,0.06475,early PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
cay1820,9778,0.06475,early PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
ZKO_BON001,9820,0.0715004,Anatolia Early Neolithic,Neolitik,Turkey,FeldmanNatureCommunications2019,37.75,32.866667,1240K,M,Antik
ZMOJ_BON014,9820,0.0471168,Anatolia Early Neolithic,Neolitik,Turkey,FeldmanNatureCommunications2019,37.75,32.866667,1240K,M,Antik
cay014,9832,0.0400976,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
Bon001,9972,0.1555,Anatolia Early Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,37.75191,32.864901,Tüm genom yakalama + rastgele dizileme,M,Antik
Bon004,9972,0.227853,Anatolia Early Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,37.75191,32.864901,Tüm genom yakalama + rastgele dizileme,M,Antik
Ash128,9975,4.79937,Anatolia_EarlyNeolithic,Neolitik,Turkey,YakaSomelCurrBio2021,38.3482,34.2303,Rastgele dizileme,F,Antik
Bon002,9997,6.3169,Anatolia Early Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,37.75191,32.864901,Tüm genom yakalama + rastgele dizileme,F,Antik
ZHAG_BON004,10220,0.138448,Anatolia Early Neolithic,Neolitik,Turkey,FeldmanNatureCommunications2019,37.75,32.866667,1240K,F,Antik
ZHAJ_BON034,10220,0.0601604,Anatolia Early Neolithic,Neolitik,Turkey,FeldmanNatureCommunications2019,37.75,32.866667,1240K,F,Antik
cay022,10252,0.0334612,PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,F,Antik
Bon005,10260,0.036434,Anatolia Early Neolithic,Neolitik,Turkey,KilincCurrentBiology2016,37.75191,32.864901,Tüm genom yakalama + rastgele dizileme,F,Antik
cay007,10326,0.464762,PPNA- PPNB,Neolitik,Turkey,AltınışıkScienceAdvance2022,38.218286,39.725585,Rastgele dizileme,M,Antik
